id,set_id,worker_id,description,first,second,third,first_addr,second_addr,third_addr
80,27,4,Which Harry Potter book is the best?,101,103,100,https://s3.amazonaws.com/popop-uploads/8019d81d0ad843a2b73cb1d627504007.jpeg,https://s3.amazonaws.com/popop-uploads/75d1f30dc2294db4b99e5ed663cda982.jpeg,https://s3.amazonaws.com/popop-uploads/4e6fab97e7104c9aadbae745f822dae1.jpeg
81,25,4,Which lipstick color is the most trendy?,94,95,93,https://s3.amazonaws.com/popop-uploads/6c6aeec68bc247bb8fb1b622c1561e0e.jpeg,https://s3.amazonaws.com/popop-uploads/f4bee0a55bb34752b4a43cfbad6c60ed.jpeg,https://s3.amazonaws.com/popop-uploads/4aa720f25f494cd2acee6399c3d36c47.jpeg
82,33,4,which is a better background ,138,139,137,https://s3.amazonaws.com/popop-uploads/b0c5ff092eb549948777fde16cdce215.jpeg,https://s3.amazonaws.com/popop-uploads/e3cc2ea07af34badab212157660d6c6d.jpeg,https://s3.amazonaws.com/popop-uploads/4ddd38abf1084b3080e27476d2c728d6.jpeg
83,31,4,sort by how beautiful you think the photo is,125,129,131,https://s3.amazonaws.com/popop-uploads/c55f3033d4a34d489dbdecfa2fb2b7a0.jpeg,https://s3.amazonaws.com/popop-uploads/b5dfd3e1f1b94565a7996bfe6eda1fa6.jpeg,https://s3.amazonaws.com/popop-uploads/55f5de3ffd8a42f994818a780f273dad.jpeg
84,11,4,Favorite phone,48,49,47,https://s3.amazonaws.com/popop-uploads/9a9e2e38bd8f4d90a8fe1f1e5b2f44b3.jpeg,https://s3.amazonaws.com/popop-uploads/11d403c20b0d4d4bbc4a7d29d3ddc353.jpeg,https://s3.amazonaws.com/popop-uploads/6fc233a9d94e4bf791c3fa75613007c0.jpeg
85,12,4,best casual outfit for a date,52,53,50,https://s3.amazonaws.com/popop-uploads/206e714a350944388e05bd414a0f829e.jpeg,https://s3.amazonaws.com/popop-uploads/e557213b1afe4838be06e20b82fe56d4.jpeg,https://s3.amazonaws.com/popop-uploads/5820bcd196fa4d4d8005c38ed6bc7b43.jpeg
86,27,4,Which Harry Potter book is the best?,104,105,103,https://s3.amazonaws.com/popop-uploads/9e42a66b022f4df19a4844637d845e51.jpeg,https://s3.amazonaws.com/popop-uploads/3c8239f966de4c7c84241a271f9a04f3.jpeg,https://s3.amazonaws.com/popop-uploads/75d1f30dc2294db4b99e5ed663cda982.jpeg
87,31,4,sort by how beautiful you think the photo is,133,131,130,https://s3.amazonaws.com/popop-uploads/100e5f5c1950402e9b4f2afd76668586.jpeg,https://s3.amazonaws.com/popop-uploads/55f5de3ffd8a42f994818a780f273dad.jpeg,https://s3.amazonaws.com/popop-uploads/909f879b78bb4e5b9573f457dbdb4d98.jpeg
88,28,4,Which social media platforms are the most helpful for everyday life?,110,111,107,https://s3.amazonaws.com/popop-uploads/23d8dfe384d74f2c819966e3e0531a70.png,https://s3.amazonaws.com/popop-uploads/25f1fc382b284e32bf8f3ee6cdef5dad.png,https://s3.amazonaws.com/popop-uploads/b60f6d4ba0a7478f89279e4eac2b7404.png
89,23,3,Which is the hottest pic of our hottest prez?,88,87,89,https://s3.amazonaws.com/popop-uploads/cc6466cb42af4b4e8463e515bf1cf50d.jpeg,https://s3.amazonaws.com/popop-uploads/ab23e330b79c437eb4eec05b6fe2056f.jpeg,https://s3.amazonaws.com/popop-uploads/5f8d518cd1f4496ca26f6d2175a7254b.jpeg
90,36,4,accuracy,152,151,150,https://s3.amazonaws.com/popop-uploads/d148d74c0888422889af8f64b102a7f3.png,https://s3.amazonaws.com/popop-uploads/2368f574572948f78851d9bbac86b464.png,https://s3.amazonaws.com/popop-uploads/7abf41519e1e428fb2ca13f9e1535d0d.png
91,31,3,sort by how beautiful you think the photo is,130,131,128,https://s3.amazonaws.com/popop-uploads/909f879b78bb4e5b9573f457dbdb4d98.jpeg,https://s3.amazonaws.com/popop-uploads/55f5de3ffd8a42f994818a780f273dad.jpeg,https://s3.amazonaws.com/popop-uploads/87798c6d5fbd45a19148cd887f53392a.jpeg
92,26,3,Which Penn baseball cap is the coolest?,97,96,98,https://s3.amazonaws.com/popop-uploads/b37fb1cbda3d4a54a99b3713cd569d69.jpeg,https://s3.amazonaws.com/popop-uploads/cf476297faf04212b06e7d229e538160.jpeg,https://s3.amazonaws.com/popop-uploads/2c41cde52ddc43878f562a37f6f38d31.jpeg
93,17,11,What is Jennifer Aniston's best look?,70,71,69,https://s3.amazonaws.com/popop-uploads/a2268db5692d45a7aee660361dfa9e5b.jpeg,https://s3.amazonaws.com/popop-uploads/81ba4a8173a84691b707e0d3ae7eb02e.jpeg,https://s3.amazonaws.com/popop-uploads/468e62d721ba482ea1cfacc394aaaf3b.jpeg
94,22,3,Which puppy is the cutest?,84,86,85,https://s3.amazonaws.com/popop-uploads/172d15eacb9c441697c26c8954e52967.jpeg,https://s3.amazonaws.com/popop-uploads/fbd1cae224524674b2741a87e31e563f.jpeg,https://s3.amazonaws.com/popop-uploads/851d19b3f48e4a82b1dfc5060a11b384.jpeg
95,9,3,Most enjoy spending time with students from which school?,39,38,37,https://s3.amazonaws.com/popop-uploads/92397893f7cc4fa295f2c9478d8fb53d.jpeg,https://s3.amazonaws.com/popop-uploads/a40e76220c6b4d5d96930971e2c1bb01.png,https://s3.amazonaws.com/popop-uploads/7b9edef7db8047b18cdc43f1e7651346.png
96,18,11,What is the prettiest sunset?,74,73,72,https://s3.amazonaws.com/popop-uploads/51e5fdd893854fba9076201e15923b6d.jpeg,https://s3.amazonaws.com/popop-uploads/8601c46a463b45f8ad19d59083859875.jpeg,https://s3.amazonaws.com/popop-uploads/3cbaaf0500e942f7a0b6239097e84b84.jpeg
97,4,4,quality of cat,18,16,17,https://s3.amazonaws.com/popop-uploads/5426f014379c4cd599cfe64f2d5dd3e1.png,https://s3.amazonaws.com/popop-uploads/597c5ad0274c41b1be671a0c0a8f44a7.png,https://s3.amazonaws.com/popop-uploads/ec33987facac4929b4496025987749e0.png
98,13,3,Which is the prettiest button?,56,58,59,https://s3.amazonaws.com/popop-uploads/3229341cf2d7400c8b0c38e4ace14778.png,https://s3.amazonaws.com/popop-uploads/c12e32d6e97f4dea9bb76f78ad0e25ef.png,https://s3.amazonaws.com/popop-uploads/46416df2e1b542c2a5bd0f28c05ef025.png
99,10,11,Favorite college w/ heavy sports culture,42,43,45,https://s3.amazonaws.com/popop-uploads/8d8c48fdb3234278a4298012bf200301.png,https://s3.amazonaws.com/popop-uploads/d5f3234a5b5749f0a56617c43dc551d6.jpeg,https://s3.amazonaws.com/popop-uploads/aca6a811fe8d4d0ea805b8ab66e51b0b.png
100,21,4,What's the best coffee?,82,81,83,https://s3.amazonaws.com/popop-uploads/751f67d88eb5428b9da091c9b609a48f.png,https://s3.amazonaws.com/popop-uploads/c541221102704de1a300520e78483bd3.png,https://s3.amazonaws.com/popop-uploads/55c0072c62d94db7b5b4b1b23bd7645b.jpeg
101,28,3,Which social media platforms are the most helpful for everyday life?,106,114,115,https://s3.amazonaws.com/popop-uploads/9cbb78076835447ab8fdac769787591c.png,https://s3.amazonaws.com/popop-uploads/1e70a81ae63846708f837294df75a1e5.png,https://s3.amazonaws.com/popop-uploads/49a53e034b7e40319b059298f226599b.png
102,9,3,Most enjoy spending time with students from which school?,39,40,38,https://s3.amazonaws.com/popop-uploads/92397893f7cc4fa295f2c9478d8fb53d.jpeg,https://s3.amazonaws.com/popop-uploads/28875a3b952b445fbd8e76c33e0027b8.png,https://s3.amazonaws.com/popop-uploads/a40e76220c6b4d5d96930971e2c1bb01.png
103,7,11,Best CIS professor,30,27,28,https://s3.amazonaws.com/popop-uploads/c59bde512c3640338c7426edc1f008d0.jpeg,https://s3.amazonaws.com/popop-uploads/6718520f3177495ea550fe9cef31fb17.jpeg,https://s3.amazonaws.com/popop-uploads/c874f53c87f94ee9872052dfb0738481.jpeg
104,20,11,Who is your favorite Friends character?,80,79,78,https://s3.amazonaws.com/popop-uploads/b4586f8486674de7a17e10e4dc315480.jpeg,https://s3.amazonaws.com/popop-uploads/d7038848d0214f169e17288a3c403a80.jpeg,https://s3.amazonaws.com/popop-uploads/969cc88f92874cc7a2d79a2a5d97dcee.jpeg
106,32,3,I want my photos to be sorted by most exciting to least exciting,135,134,136,https://s3.amazonaws.com/popop-uploads/22b30763181049d5a3eda22e8ba60f3a.jpeg,https://s3.amazonaws.com/popop-uploads/42e7cd55a2104dcda4767bd1937e252f.jpeg,https://s3.amazonaws.com/popop-uploads/764905dbfdd9460caaaf4b378603f59e.jpeg
112,35,3,which wallpaper is the best?,149,147,148,https://s3.amazonaws.com/popop-uploads/71125d6bdcd24b9f9c2cc9a7396b0983.jpeg,https://s3.amazonaws.com/popop-uploads/3f4a6cf612364723b7e4a67090876d21.jpeg,https://s3.amazonaws.com/popop-uploads/ee3e807349014b7cbc06daa7b50e708d.jpeg
139,19,11,What is the healthiest?,77,75,76,https://s3.amazonaws.com/popop-uploads/87cf0eda15cc4812934dffacd8093dc4.jpeg,https://s3.amazonaws.com/popop-uploads/e2d2124a4da94f838a4bf147666ffd1a.jpeg,https://s3.amazonaws.com/popop-uploads/2ac818d12c3d45e0a1b3d601bb3785e5.jpeg
140,13,11,Which is the prettiest button?,55,54,59,https://s3.amazonaws.com/popop-uploads/82860648637f4975a6e0c3fc3072d998.png,https://s3.amazonaws.com/popop-uploads/734d169b6e0b49e0afe4b03b55b2bb9d.png,https://s3.amazonaws.com/popop-uploads/46416df2e1b542c2a5bd0f28c05ef025.png
141,30,11,Which presidential candidate would you most like to see in a dunk tank?,120,123,122,https://s3.amazonaws.com/popop-uploads/039b6d228e2e47d5bcb59ff44ba980e9.png,https://s3.amazonaws.com/popop-uploads/cbbe4cbf1ac94745b06482242dcd2d1d.png,https://s3.amazonaws.com/popop-uploads/70f73d0fa07841948aef873ba186d962.png
142,16,11,Which cookie looks the best?,68,67,66,https://s3.amazonaws.com/popop-uploads/a741f27d03de472e9ddfba1bc7609cd5.jpeg,https://s3.amazonaws.com/popop-uploads/bd7ae4ac1422427dbbbe8649b2f48ec4.jpeg,https://s3.amazonaws.com/popop-uploads/0ae217a1e3e54afe82c5bdce94c02837.jpeg
143,31,12,sort by how beautiful you think the photo is,130,128,132,https://s3.amazonaws.com/popop-uploads/909f879b78bb4e5b9573f457dbdb4d98.jpeg,https://s3.amazonaws.com/popop-uploads/87798c6d5fbd45a19148cd887f53392a.jpeg,https://s3.amazonaws.com/popop-uploads/bc2add8e3f3941dab1db0a37f4df93a4.jpeg
144,3,11,Which pupper is cutest?,11,15,12,https://s3.amazonaws.com/popop-uploads/19300af62a25455aa1d35e2359c3b7ac.jpeg,https://s3.amazonaws.com/popop-uploads/93514351f6ff4f768b9bc56f04ed22d1.jpeg,https://s3.amazonaws.com/popop-uploads/fb01e775ee7c4d7b9f15c20cc2e2aa9e.jpeg
145,16,4,Which cookie looks the best?,68,66,67,https://s3.amazonaws.com/popop-uploads/a741f27d03de472e9ddfba1bc7609cd5.jpeg,https://s3.amazonaws.com/popop-uploads/0ae217a1e3e54afe82c5bdce94c02837.jpeg,https://s3.amazonaws.com/popop-uploads/bd7ae4ac1422427dbbbe8649b2f48ec4.jpeg
146,31,4,sort by how beautiful you think the photo is,129,126,132,https://s3.amazonaws.com/popop-uploads/b5dfd3e1f1b94565a7996bfe6eda1fa6.jpeg,https://s3.amazonaws.com/popop-uploads/9352b4d0dfc547dd8426be29ed59bf1a.jpeg,https://s3.amazonaws.com/popop-uploads/bc2add8e3f3941dab1db0a37f4df93a4.jpeg
147,6,4,Cutest dog,23,24,25,https://s3.amazonaws.com/popop-uploads/233e9b28ae344590a38ffc9046cff0f6.jpeg,https://s3.amazonaws.com/popop-uploads/88dd5a1d37944c5788d39148cc182794.jpeg,https://s3.amazonaws.com/popop-uploads/4f78d286588d4a2f8e48c54bfd03f4bd.jpeg
148,20,12,Who is your favorite Friends character?,78,80,79,https://s3.amazonaws.com/popop-uploads/969cc88f92874cc7a2d79a2a5d97dcee.jpeg,https://s3.amazonaws.com/popop-uploads/b4586f8486674de7a17e10e4dc315480.jpeg,https://s3.amazonaws.com/popop-uploads/d7038848d0214f169e17288a3c403a80.jpeg
149,6,4,Cutest dog,24,23,22,https://s3.amazonaws.com/popop-uploads/88dd5a1d37944c5788d39148cc182794.jpeg,https://s3.amazonaws.com/popop-uploads/233e9b28ae344590a38ffc9046cff0f6.jpeg,https://s3.amazonaws.com/popop-uploads/36b99f658c2446828028d35878586926.jpeg
150,37,12,which maymay is spiciest ,157,156,155,https://s3.amazonaws.com/popop-uploads/165216619ea24db8bbc64e6b09e149e5.jpeg,https://s3.amazonaws.com/popop-uploads/3d631e15ba9a45598afa2be470084b5c.jpeg,https://s3.amazonaws.com/popop-uploads/72a2b44529ab4816bb911bf771713eb5.jpeg
151,26,12,Which Penn baseball cap is the coolest?,97,98,96,https://s3.amazonaws.com/popop-uploads/b37fb1cbda3d4a54a99b3713cd569d69.jpeg,https://s3.amazonaws.com/popop-uploads/2c41cde52ddc43878f562a37f6f38d31.jpeg,https://s3.amazonaws.com/popop-uploads/cf476297faf04212b06e7d229e538160.jpeg
152,31,12,sort by how beautiful you think the photo is,133,130,126,https://s3.amazonaws.com/popop-uploads/100e5f5c1950402e9b4f2afd76668586.jpeg,https://s3.amazonaws.com/popop-uploads/909f879b78bb4e5b9573f457dbdb4d98.jpeg,https://s3.amazonaws.com/popop-uploads/9352b4d0dfc547dd8426be29ed59bf1a.jpeg
153,6,4,Cutest dog,22,24,25,https://s3.amazonaws.com/popop-uploads/36b99f658c2446828028d35878586926.jpeg,https://s3.amazonaws.com/popop-uploads/88dd5a1d37944c5788d39148cc182794.jpeg,https://s3.amazonaws.com/popop-uploads/4f78d286588d4a2f8e48c54bfd03f4bd.jpeg
154,3,13,Which pupper is cutest?,12,13,14,https://s3.amazonaws.com/popop-uploads/fb01e775ee7c4d7b9f15c20cc2e2aa9e.jpeg,https://s3.amazonaws.com/popop-uploads/2dd641adbb93451b8d4c243ef309fd3e.jpeg,https://s3.amazonaws.com/popop-uploads/d15aa18da0b8457e81f6d6fbbed18a50.jpeg
155,21,13,What's the best coffee?,81,83,82,https://s3.amazonaws.com/popop-uploads/c541221102704de1a300520e78483bd3.png,https://s3.amazonaws.com/popop-uploads/55c0072c62d94db7b5b4b1b23bd7645b.jpeg,https://s3.amazonaws.com/popop-uploads/751f67d88eb5428b9da091c9b609a48f.png
156,27,13,Which Harry Potter book is the best?,102,104,105,https://s3.amazonaws.com/popop-uploads/748ecddaeec54a6f8f9b9034b7b2bd81.jpeg,https://s3.amazonaws.com/popop-uploads/9e42a66b022f4df19a4844637d845e51.jpeg,https://s3.amazonaws.com/popop-uploads/3c8239f966de4c7c84241a271f9a04f3.jpeg
157,25,13,Which lipstick color is the most trendy?,93,95,94,https://s3.amazonaws.com/popop-uploads/4aa720f25f494cd2acee6399c3d36c47.jpeg,https://s3.amazonaws.com/popop-uploads/f4bee0a55bb34752b4a43cfbad6c60ed.jpeg,https://s3.amazonaws.com/popop-uploads/6c6aeec68bc247bb8fb1b622c1561e0e.jpeg
158,28,13,Which social media platforms are the most helpful for everyday life?,108,115,107,https://s3.amazonaws.com/popop-uploads/95b0ca44bcb146b5b8225abc18bdb173.png,https://s3.amazonaws.com/popop-uploads/49a53e034b7e40319b059298f226599b.png,https://s3.amazonaws.com/popop-uploads/b60f6d4ba0a7478f89279e4eac2b7404.png
159,12,12,best casual outfit for a date,50,51,52,https://s3.amazonaws.com/popop-uploads/5820bcd196fa4d4d8005c38ed6bc7b43.jpeg,https://s3.amazonaws.com/popop-uploads/c2080d5d21494ff2968bd2c4552f4d3a.jpeg,https://s3.amazonaws.com/popop-uploads/206e714a350944388e05bd414a0f829e.jpeg
160,4,12,quality of cat,17,16,18,https://s3.amazonaws.com/popop-uploads/ec33987facac4929b4496025987749e0.png,https://s3.amazonaws.com/popop-uploads/597c5ad0274c41b1be671a0c0a8f44a7.png,https://s3.amazonaws.com/popop-uploads/5426f014379c4cd599cfe64f2d5dd3e1.png
161,33,13,which is a better background ,138,137,139,https://s3.amazonaws.com/popop-uploads/b0c5ff092eb549948777fde16cdce215.jpeg,https://s3.amazonaws.com/popop-uploads/4ddd38abf1084b3080e27476d2c728d6.jpeg,https://s3.amazonaws.com/popop-uploads/e3cc2ea07af34badab212157660d6c6d.jpeg
162,25,13,Which lipstick color is the most trendy?,94,93,95,https://s3.amazonaws.com/popop-uploads/6c6aeec68bc247bb8fb1b622c1561e0e.jpeg,https://s3.amazonaws.com/popop-uploads/4aa720f25f494cd2acee6399c3d36c47.jpeg,https://s3.amazonaws.com/popop-uploads/f4bee0a55bb34752b4a43cfbad6c60ed.jpeg
163,21,12,What's the best coffee?,82,81,83,https://s3.amazonaws.com/popop-uploads/751f67d88eb5428b9da091c9b609a48f.png,https://s3.amazonaws.com/popop-uploads/c541221102704de1a300520e78483bd3.png,https://s3.amazonaws.com/popop-uploads/55c0072c62d94db7b5b4b1b23bd7645b.jpeg
164,31,13,sort by how beautiful you think the photo is,131,133,126,https://s3.amazonaws.com/popop-uploads/55f5de3ffd8a42f994818a780f273dad.jpeg,https://s3.amazonaws.com/popop-uploads/100e5f5c1950402e9b4f2afd76668586.jpeg,https://s3.amazonaws.com/popop-uploads/9352b4d0dfc547dd8426be29ed59bf1a.jpeg
165,14,13,Which is the better designed marketing poster?,61,60,62,https://s3.amazonaws.com/popop-uploads/e2bfe7fbdc4648fe9de3c8ade1e0ad20.jpeg,https://s3.amazonaws.com/popop-uploads/47aff20128d74aa9b45a18919c775c37.jpeg,https://s3.amazonaws.com/popop-uploads/ee06309c40874c9c9aba7f9f5eedcdee.png
166,15,12,Which rowing picture is coolest?,65,64,63,https://s3.amazonaws.com/popop-uploads/4ab25995a93748cd9b3ed7f2fa36d70e.jpeg,https://s3.amazonaws.com/popop-uploads/7cd2383df5cd49a9a9f77ff9d36b1153.jpeg,https://s3.amazonaws.com/popop-uploads/8e3940844ccb46e2bfa6f1491d1a21a4.jpeg
167,27,13,Which Harry Potter book is the best?,105,102,99,https://s3.amazonaws.com/popop-uploads/3c8239f966de4c7c84241a271f9a04f3.jpeg,https://s3.amazonaws.com/popop-uploads/748ecddaeec54a6f8f9b9034b7b2bd81.jpeg,https://s3.amazonaws.com/popop-uploads/99a1f6cb24394bb2a33cc89045e6829f.jpeg
168,31,12,sort by how beautiful you think the photo is,124,130,126,https://s3.amazonaws.com/popop-uploads/e80dc51df7e84fe5860e5a0372ce3374.jpeg,https://s3.amazonaws.com/popop-uploads/909f879b78bb4e5b9573f457dbdb4d98.jpeg,https://s3.amazonaws.com/popop-uploads/9352b4d0dfc547dd8426be29ed59bf1a.jpeg
169,1,12,Vote by the best logo,4,3,2,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/logos/ubuntu.png,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/logos/fedora.png,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/logos/centos.png
170,34,12,Best minimalist wallpaper,144,141,142,https://s3.amazonaws.com/popop-uploads/1b7966d5116c4ee0bca0ae825984e4d9.jpeg,https://s3.amazonaws.com/popop-uploads/c14a1d9671e24d76ae6156990049549b.jpeg,https://s3.amazonaws.com/popop-uploads/122c651f6e614e95a4aa3b2d4e486064.png
171,24,12,Which school delivers the best quality of education?,92,90,91,https://s3.amazonaws.com/popop-uploads/3246a19e51034d948a09a8e7b181ed45.png,https://s3.amazonaws.com/popop-uploads/3796c1f90c1d49c4981fbdc0d6887a3a.png,https://s3.amazonaws.com/popop-uploads/d26298a89866454aaff76def409410e5.png
172,3,12,Which pupper is cutest?,15,10,11,https://s3.amazonaws.com/popop-uploads/93514351f6ff4f768b9bc56f04ed22d1.jpeg,https://s3.amazonaws.com/popop-uploads/91621a0d05b449fcaa56cad5e4e2030e.jpeg,https://s3.amazonaws.com/popop-uploads/19300af62a25455aa1d35e2359c3b7ac.jpeg
173,31,12,sort by how beautiful you think the photo is,125,131,132,https://s3.amazonaws.com/popop-uploads/c55f3033d4a34d489dbdecfa2fb2b7a0.jpeg,https://s3.amazonaws.com/popop-uploads/55f5de3ffd8a42f994818a780f273dad.jpeg,https://s3.amazonaws.com/popop-uploads/bc2add8e3f3941dab1db0a37f4df93a4.jpeg
174,27,12,Which Harry Potter book is the best?,100,105,101,https://s3.amazonaws.com/popop-uploads/4e6fab97e7104c9aadbae745f822dae1.jpeg,https://s3.amazonaws.com/popop-uploads/3c8239f966de4c7c84241a271f9a04f3.jpeg,https://s3.amazonaws.com/popop-uploads/8019d81d0ad843a2b73cb1d627504007.jpeg
175,9,12,Most enjoy spending time with students from which school?,39,40,38,https://s3.amazonaws.com/popop-uploads/92397893f7cc4fa295f2c9478d8fb53d.jpeg,https://s3.amazonaws.com/popop-uploads/28875a3b952b445fbd8e76c33e0027b8.png,https://s3.amazonaws.com/popop-uploads/a40e76220c6b4d5d96930971e2c1bb01.png
176,28,12,Which social media platforms are the most helpful for everyday life?,110,115,114,https://s3.amazonaws.com/popop-uploads/23d8dfe384d74f2c819966e3e0531a70.png,https://s3.amazonaws.com/popop-uploads/49a53e034b7e40319b059298f226599b.png,https://s3.amazonaws.com/popop-uploads/1e70a81ae63846708f837294df75a1e5.png
177,32,12,I want my photos to be sorted by most exciting to least exciting,134,135,136,https://s3.amazonaws.com/popop-uploads/42e7cd55a2104dcda4767bd1937e252f.jpeg,https://s3.amazonaws.com/popop-uploads/22b30763181049d5a3eda22e8ba60f3a.jpeg,https://s3.amazonaws.com/popop-uploads/764905dbfdd9460caaaf4b378603f59e.jpeg
178,25,12,Which lipstick color is the most trendy?,94,93,95,https://s3.amazonaws.com/popop-uploads/6c6aeec68bc247bb8fb1b622c1561e0e.jpeg,https://s3.amazonaws.com/popop-uploads/4aa720f25f494cd2acee6399c3d36c47.jpeg,https://s3.amazonaws.com/popop-uploads/f4bee0a55bb34752b4a43cfbad6c60ed.jpeg
179,8,12,Most representative picture of Penn,36,34,35,https://s3.amazonaws.com/popop-uploads/a29ef9fec0834dd3a3d6cfe5b68d039a.jpeg,https://s3.amazonaws.com/popop-uploads/a59adc7355084b5397e78f676db45ed6.jpeg,https://s3.amazonaws.com/popop-uploads/12fd5179f6b44ba7920d07980e2c40a9.jpeg
180,11,12,Favorite phone,48,46,49,https://s3.amazonaws.com/popop-uploads/9a9e2e38bd8f4d90a8fe1f1e5b2f44b3.jpeg,https://s3.amazonaws.com/popop-uploads/cff59ad1931c495d985878c84a405f84.jpeg,https://s3.amazonaws.com/popop-uploads/11d403c20b0d4d4bbc4a7d29d3ddc353.jpeg
181,11,12,Favorite phone,48,47,46,https://s3.amazonaws.com/popop-uploads/9a9e2e38bd8f4d90a8fe1f1e5b2f44b3.jpeg,https://s3.amazonaws.com/popop-uploads/6fc233a9d94e4bf791c3fa75613007c0.jpeg,https://s3.amazonaws.com/popop-uploads/cff59ad1931c495d985878c84a405f84.jpeg
182,31,12,sort by how beautiful you think the photo is,130,129,128,https://s3.amazonaws.com/popop-uploads/909f879b78bb4e5b9573f457dbdb4d98.jpeg,https://s3.amazonaws.com/popop-uploads/b5dfd3e1f1b94565a7996bfe6eda1fa6.jpeg,https://s3.amazonaws.com/popop-uploads/87798c6d5fbd45a19148cd887f53392a.jpeg
183,10,12,Favorite college w/ heavy sports culture,42,44,45,https://s3.amazonaws.com/popop-uploads/8d8c48fdb3234278a4298012bf200301.png,https://s3.amazonaws.com/popop-uploads/188352c5f7e548c5a67fb94c9244d4b2.jpeg,https://s3.amazonaws.com/popop-uploads/aca6a811fe8d4d0ea805b8ab66e51b0b.png
184,18,12,What is the prettiest sunset?,72,74,73,https://s3.amazonaws.com/popop-uploads/3cbaaf0500e942f7a0b6239097e84b84.jpeg,https://s3.amazonaws.com/popop-uploads/51e5fdd893854fba9076201e15923b6d.jpeg,https://s3.amazonaws.com/popop-uploads/8601c46a463b45f8ad19d59083859875.jpeg
185,31,12,sort by how beautiful you think the photo is,133,124,126,https://s3.amazonaws.com/popop-uploads/100e5f5c1950402e9b4f2afd76668586.jpeg,https://s3.amazonaws.com/popop-uploads/e80dc51df7e84fe5860e5a0372ce3374.jpeg,https://s3.amazonaws.com/popop-uploads/9352b4d0dfc547dd8426be29ed59bf1a.jpeg
186,34,12,Best minimalist wallpaper,144,140,142,https://s3.amazonaws.com/popop-uploads/1b7966d5116c4ee0bca0ae825984e4d9.jpeg,https://s3.amazonaws.com/popop-uploads/6a8005b96e0a41149afd044082c56e8b.png,https://s3.amazonaws.com/popop-uploads/122c651f6e614e95a4aa3b2d4e486064.png
187,10,12,Favorite college w/ heavy sports culture,43,44,45,https://s3.amazonaws.com/popop-uploads/d5f3234a5b5749f0a56617c43dc551d6.jpeg,https://s3.amazonaws.com/popop-uploads/188352c5f7e548c5a67fb94c9244d4b2.jpeg,https://s3.amazonaws.com/popop-uploads/aca6a811fe8d4d0ea805b8ab66e51b0b.png
188,27,12,Which Harry Potter book is the best?,103,99,105,https://s3.amazonaws.com/popop-uploads/75d1f30dc2294db4b99e5ed663cda982.jpeg,https://s3.amazonaws.com/popop-uploads/99a1f6cb24394bb2a33cc89045e6829f.jpeg,https://s3.amazonaws.com/popop-uploads/3c8239f966de4c7c84241a271f9a04f3.jpeg
189,36,12,accuracy,152,151,150,https://s3.amazonaws.com/popop-uploads/d148d74c0888422889af8f64b102a7f3.png,https://s3.amazonaws.com/popop-uploads/2368f574572948f78851d9bbac86b464.png,https://s3.amazonaws.com/popop-uploads/7abf41519e1e428fb2ca13f9e1535d0d.png
190,13,12,Which is the prettiest button?,56,55,58,https://s3.amazonaws.com/popop-uploads/3229341cf2d7400c8b0c38e4ace14778.png,https://s3.amazonaws.com/popop-uploads/82860648637f4975a6e0c3fc3072d998.png,https://s3.amazonaws.com/popop-uploads/c12e32d6e97f4dea9bb76f78ad0e25ef.png
191,28,12,Which social media platforms are the most helpful for everyday life?,110,112,115,https://s3.amazonaws.com/popop-uploads/23d8dfe384d74f2c819966e3e0531a70.png,https://s3.amazonaws.com/popop-uploads/9b7d5566c86847aeaf8720021c7bb842.png,https://s3.amazonaws.com/popop-uploads/49a53e034b7e40319b059298f226599b.png
192,17,12,What is Jennifer Aniston's best look?,71,70,69,https://s3.amazonaws.com/popop-uploads/81ba4a8173a84691b707e0d3ae7eb02e.jpeg,https://s3.amazonaws.com/popop-uploads/a2268db5692d45a7aee660361dfa9e5b.jpeg,https://s3.amazonaws.com/popop-uploads/468e62d721ba482ea1cfacc394aaaf3b.jpeg
193,27,12,Which Harry Potter book is the best?,103,99,104,https://s3.amazonaws.com/popop-uploads/75d1f30dc2294db4b99e5ed663cda982.jpeg,https://s3.amazonaws.com/popop-uploads/99a1f6cb24394bb2a33cc89045e6829f.jpeg,https://s3.amazonaws.com/popop-uploads/9e42a66b022f4df19a4844637d845e51.jpeg
194,31,12,sort by how beautiful you think the photo is,127,131,126,https://s3.amazonaws.com/popop-uploads/ce68ef3d90aa44c79f730e12d33b06e5.jpeg,https://s3.amazonaws.com/popop-uploads/55f5de3ffd8a42f994818a780f273dad.jpeg,https://s3.amazonaws.com/popop-uploads/9352b4d0dfc547dd8426be29ed59bf1a.jpeg
195,6,12,Cutest dog,25,23,22,https://s3.amazonaws.com/popop-uploads/4f78d286588d4a2f8e48c54bfd03f4bd.jpeg,https://s3.amazonaws.com/popop-uploads/233e9b28ae344590a38ffc9046cff0f6.jpeg,https://s3.amazonaws.com/popop-uploads/36b99f658c2446828028d35878586926.jpeg
