id,set_id,worker_id,description,first,second,third,first_addr,second_addr,third_addr
196,33,12,which is a better background ,139,137,138,https://s3.amazonaws.com/popop-uploads/e3cc2ea07af34badab212157660d6c6d.jpeg,https://s3.amazonaws.com/popop-uploads/4ddd38abf1084b3080e27476d2c728d6.jpeg,https://s3.amazonaws.com/popop-uploads/b0c5ff092eb549948777fde16cdce215.jpeg
197,33,12,which is a better background ,139,137,138,https://s3.amazonaws.com/popop-uploads/e3cc2ea07af34badab212157660d6c6d.jpeg,https://s3.amazonaws.com/popop-uploads/4ddd38abf1084b3080e27476d2c728d6.jpeg,https://s3.amazonaws.com/popop-uploads/b0c5ff092eb549948777fde16cdce215.jpeg
198,30,12,Which presidential candidate would you most like to see in a dunk tank?,120,121,123,https://s3.amazonaws.com/popop-uploads/039b6d228e2e47d5bcb59ff44ba980e9.png,https://s3.amazonaws.com/popop-uploads/d131f81443cf42dc9d006b85529acb24.png,https://s3.amazonaws.com/popop-uploads/cbbe4cbf1ac94745b06482242dcd2d1d.png
199,28,12,Which social media platforms are the most helpful for everyday life?,109,107,111,https://s3.amazonaws.com/popop-uploads/ace76a63623f48c0b3531f61c30f685b.png,https://s3.amazonaws.com/popop-uploads/b60f6d4ba0a7478f89279e4eac2b7404.png,https://s3.amazonaws.com/popop-uploads/25f1fc382b284e32bf8f3ee6cdef5dad.png
200,3,12,Which pupper is cutest?,11,14,13,https://s3.amazonaws.com/popop-uploads/19300af62a25455aa1d35e2359c3b7ac.jpeg,https://s3.amazonaws.com/popop-uploads/d15aa18da0b8457e81f6d6fbbed18a50.jpeg,https://s3.amazonaws.com/popop-uploads/2dd641adbb93451b8d4c243ef309fd3e.jpeg
201,28,12,Which social media platforms are the most helpful for everyday life?,107,113,114,https://s3.amazonaws.com/popop-uploads/b60f6d4ba0a7478f89279e4eac2b7404.png,https://s3.amazonaws.com/popop-uploads/9c7363177beb4e62bf19d06e9fd0af47.png,https://s3.amazonaws.com/popop-uploads/1e70a81ae63846708f837294df75a1e5.png
202,21,12,What's the best coffee?,82,81,83,https://s3.amazonaws.com/popop-uploads/751f67d88eb5428b9da091c9b609a48f.png,https://s3.amazonaws.com/popop-uploads/c541221102704de1a300520e78483bd3.png,https://s3.amazonaws.com/popop-uploads/55c0072c62d94db7b5b4b1b23bd7645b.jpeg
203,27,12,Which Harry Potter book is the best?,99,105,104,https://s3.amazonaws.com/popop-uploads/99a1f6cb24394bb2a33cc89045e6829f.jpeg,https://s3.amazonaws.com/popop-uploads/3c8239f966de4c7c84241a271f9a04f3.jpeg,https://s3.amazonaws.com/popop-uploads/9e42a66b022f4df19a4844637d845e51.jpeg
204,19,12,What is the healthiest?,75,76,77,https://s3.amazonaws.com/popop-uploads/e2d2124a4da94f838a4bf147666ffd1a.jpeg,https://s3.amazonaws.com/popop-uploads/2ac818d12c3d45e0a1b3d601bb3785e5.jpeg,https://s3.amazonaws.com/popop-uploads/87cf0eda15cc4812934dffacd8093dc4.jpeg
205,28,12,Which social media platforms are the most helpful for everyday life?,106,110,111,https://s3.amazonaws.com/popop-uploads/9cbb78076835447ab8fdac769787591c.png,https://s3.amazonaws.com/popop-uploads/23d8dfe384d74f2c819966e3e0531a70.png,https://s3.amazonaws.com/popop-uploads/25f1fc382b284e32bf8f3ee6cdef5dad.png
206,33,12,which is a better background ,139,137,138,https://s3.amazonaws.com/popop-uploads/e3cc2ea07af34badab212157660d6c6d.jpeg,https://s3.amazonaws.com/popop-uploads/4ddd38abf1084b3080e27476d2c728d6.jpeg,https://s3.amazonaws.com/popop-uploads/b0c5ff092eb549948777fde16cdce215.jpeg
207,32,12,I want my photos to be sorted by most exciting to least exciting,134,135,136,https://s3.amazonaws.com/popop-uploads/42e7cd55a2104dcda4767bd1937e252f.jpeg,https://s3.amazonaws.com/popop-uploads/22b30763181049d5a3eda22e8ba60f3a.jpeg,https://s3.amazonaws.com/popop-uploads/764905dbfdd9460caaaf4b378603f59e.jpeg
208,27,12,Which Harry Potter book is the best?,100,102,101,https://s3.amazonaws.com/popop-uploads/4e6fab97e7104c9aadbae745f822dae1.jpeg,https://s3.amazonaws.com/popop-uploads/748ecddaeec54a6f8f9b9034b7b2bd81.jpeg,https://s3.amazonaws.com/popop-uploads/8019d81d0ad843a2b73cb1d627504007.jpeg
209,27,12,Which Harry Potter book is the best?,103,102,104,https://s3.amazonaws.com/popop-uploads/75d1f30dc2294db4b99e5ed663cda982.jpeg,https://s3.amazonaws.com/popop-uploads/748ecddaeec54a6f8f9b9034b7b2bd81.jpeg,https://s3.amazonaws.com/popop-uploads/9e42a66b022f4df19a4844637d845e51.jpeg
210,13,12,Which is the prettiest button?,56,55,59,https://s3.amazonaws.com/popop-uploads/3229341cf2d7400c8b0c38e4ace14778.png,https://s3.amazonaws.com/popop-uploads/82860648637f4975a6e0c3fc3072d998.png,https://s3.amazonaws.com/popop-uploads/46416df2e1b542c2a5bd0f28c05ef025.png
211,14,12,Which is the better designed marketing poster?,61,62,60,https://s3.amazonaws.com/popop-uploads/e2bfe7fbdc4648fe9de3c8ade1e0ad20.jpeg,https://s3.amazonaws.com/popop-uploads/ee06309c40874c9c9aba7f9f5eedcdee.png,https://s3.amazonaws.com/popop-uploads/47aff20128d74aa9b45a18919c775c37.jpeg
212,2,12,CATS CATS CATS,7,5,6,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/photos/cat3.jpg,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/photos/cat1.jpg,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/photos/cat2.jpg
213,1,12,Vote by the best logo,4,3,1,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/logos/ubuntu.png,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/logos/fedora.png,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/logos/arch.png
214,20,12,Who is your favorite Friends character?,78,80,79,https://s3.amazonaws.com/popop-uploads/969cc88f92874cc7a2d79a2a5d97dcee.jpeg,https://s3.amazonaws.com/popop-uploads/b4586f8486674de7a17e10e4dc315480.jpeg,https://s3.amazonaws.com/popop-uploads/d7038848d0214f169e17288a3c403a80.jpeg
215,37,12,which maymay is spiciest ,154,155,153,https://s3.amazonaws.com/popop-uploads/3f7e62a3f8e141578405d2077f5cc534.png,https://s3.amazonaws.com/popop-uploads/72a2b44529ab4816bb911bf771713eb5.jpeg,https://s3.amazonaws.com/popop-uploads/edbd5824222e499ba250b9ea0e636cdf.png
216,27,12,Which Harry Potter book is the best?,100,99,102,https://s3.amazonaws.com/popop-uploads/4e6fab97e7104c9aadbae745f822dae1.jpeg,https://s3.amazonaws.com/popop-uploads/99a1f6cb24394bb2a33cc89045e6829f.jpeg,https://s3.amazonaws.com/popop-uploads/748ecddaeec54a6f8f9b9034b7b2bd81.jpeg
217,24,12,Which school delivers the best quality of education?,92,90,91,https://s3.amazonaws.com/popop-uploads/3246a19e51034d948a09a8e7b181ed45.png,https://s3.amazonaws.com/popop-uploads/3796c1f90c1d49c4981fbdc0d6887a3a.png,https://s3.amazonaws.com/popop-uploads/d26298a89866454aaff76def409410e5.png
218,14,12,Which is the better designed marketing poster?,61,62,60,https://s3.amazonaws.com/popop-uploads/e2bfe7fbdc4648fe9de3c8ade1e0ad20.jpeg,https://s3.amazonaws.com/popop-uploads/ee06309c40874c9c9aba7f9f5eedcdee.png,https://s3.amazonaws.com/popop-uploads/47aff20128d74aa9b45a18919c775c37.jpeg
219,28,14,Which social media platforms are the most helpful for everyday life?,110,112,114,https://s3.amazonaws.com/popop-uploads/23d8dfe384d74f2c819966e3e0531a70.png,https://s3.amazonaws.com/popop-uploads/9b7d5566c86847aeaf8720021c7bb842.png,https://s3.amazonaws.com/popop-uploads/1e70a81ae63846708f837294df75a1e5.png
220,13,14,Which is the prettiest button?,59,56,54,https://s3.amazonaws.com/popop-uploads/46416df2e1b542c2a5bd0f28c05ef025.png,https://s3.amazonaws.com/popop-uploads/3229341cf2d7400c8b0c38e4ace14778.png,https://s3.amazonaws.com/popop-uploads/734d169b6e0b49e0afe4b03b55b2bb9d.png
221,4,14,quality of cat,17,16,18,https://s3.amazonaws.com/popop-uploads/ec33987facac4929b4496025987749e0.png,https://s3.amazonaws.com/popop-uploads/597c5ad0274c41b1be671a0c0a8f44a7.png,https://s3.amazonaws.com/popop-uploads/5426f014379c4cd599cfe64f2d5dd3e1.png
222,28,14,Which social media platforms are the most helpful for everyday life?,107,112,115,https://s3.amazonaws.com/popop-uploads/b60f6d4ba0a7478f89279e4eac2b7404.png,https://s3.amazonaws.com/popop-uploads/9b7d5566c86847aeaf8720021c7bb842.png,https://s3.amazonaws.com/popop-uploads/49a53e034b7e40319b059298f226599b.png
223,27,14,Which Harry Potter book is the best?,100,103,102,https://s3.amazonaws.com/popop-uploads/4e6fab97e7104c9aadbae745f822dae1.jpeg,https://s3.amazonaws.com/popop-uploads/75d1f30dc2294db4b99e5ed663cda982.jpeg,https://s3.amazonaws.com/popop-uploads/748ecddaeec54a6f8f9b9034b7b2bd81.jpeg
224,7,14,Best CIS professor,29,30,27,https://s3.amazonaws.com/popop-uploads/64d8de8847d94bcba772be00ec289bb1.jpeg,https://s3.amazonaws.com/popop-uploads/c59bde512c3640338c7426edc1f008d0.jpeg,https://s3.amazonaws.com/popop-uploads/6718520f3177495ea550fe9cef31fb17.jpeg
225,30,14,Which presidential candidate would you most like to see in a dunk tank?,121,123,122,https://s3.amazonaws.com/popop-uploads/d131f81443cf42dc9d006b85529acb24.png,https://s3.amazonaws.com/popop-uploads/cbbe4cbf1ac94745b06482242dcd2d1d.png,https://s3.amazonaws.com/popop-uploads/70f73d0fa07841948aef873ba186d962.png
226,28,14,Which social media platforms are the most helpful for everyday life?,106,108,115,https://s3.amazonaws.com/popop-uploads/9cbb78076835447ab8fdac769787591c.png,https://s3.amazonaws.com/popop-uploads/95b0ca44bcb146b5b8225abc18bdb173.png,https://s3.amazonaws.com/popop-uploads/49a53e034b7e40319b059298f226599b.png
227,26,14,Which Penn baseball cap is the coolest?,96,97,98,https://s3.amazonaws.com/popop-uploads/cf476297faf04212b06e7d229e538160.jpeg,https://s3.amazonaws.com/popop-uploads/b37fb1cbda3d4a54a99b3713cd569d69.jpeg,https://s3.amazonaws.com/popop-uploads/2c41cde52ddc43878f562a37f6f38d31.jpeg
228,28,14,Which social media platforms are the most helpful for everyday life?,113,112,115,https://s3.amazonaws.com/popop-uploads/9c7363177beb4e62bf19d06e9fd0af47.png,https://s3.amazonaws.com/popop-uploads/9b7d5566c86847aeaf8720021c7bb842.png,https://s3.amazonaws.com/popop-uploads/49a53e034b7e40319b059298f226599b.png
229,31,14,sort by how beautiful you think the photo is,131,129,126,https://s3.amazonaws.com/popop-uploads/55f5de3ffd8a42f994818a780f273dad.jpeg,https://s3.amazonaws.com/popop-uploads/b5dfd3e1f1b94565a7996bfe6eda1fa6.jpeg,https://s3.amazonaws.com/popop-uploads/9352b4d0dfc547dd8426be29ed59bf1a.jpeg
230,23,14,Which is the hottest pic of our hottest prez?,88,87,89,https://s3.amazonaws.com/popop-uploads/cc6466cb42af4b4e8463e515bf1cf50d.jpeg,https://s3.amazonaws.com/popop-uploads/ab23e330b79c437eb4eec05b6fe2056f.jpeg,https://s3.amazonaws.com/popop-uploads/5f8d518cd1f4496ca26f6d2175a7254b.jpeg
231,35,14,which wallpaper is the best?,147,145,148,https://s3.amazonaws.com/popop-uploads/3f4a6cf612364723b7e4a67090876d21.jpeg,https://s3.amazonaws.com/popop-uploads/949d5083a98c45c091d29e7bdf7b3e15.jpeg,https://s3.amazonaws.com/popop-uploads/ee3e807349014b7cbc06daa7b50e708d.jpeg
232,27,14,Which Harry Potter book is the best?,104,105,101,https://s3.amazonaws.com/popop-uploads/9e42a66b022f4df19a4844637d845e51.jpeg,https://s3.amazonaws.com/popop-uploads/3c8239f966de4c7c84241a271f9a04f3.jpeg,https://s3.amazonaws.com/popop-uploads/8019d81d0ad843a2b73cb1d627504007.jpeg
233,10,14,Favorite college w/ heavy sports culture,45,41,44,https://s3.amazonaws.com/popop-uploads/aca6a811fe8d4d0ea805b8ab66e51b0b.png,https://s3.amazonaws.com/popop-uploads/4edd31419cb54e8795cce1e6588fb504.jpeg,https://s3.amazonaws.com/popop-uploads/188352c5f7e548c5a67fb94c9244d4b2.jpeg
234,11,14,Favorite phone,48,47,49,https://s3.amazonaws.com/popop-uploads/9a9e2e38bd8f4d90a8fe1f1e5b2f44b3.jpeg,https://s3.amazonaws.com/popop-uploads/6fc233a9d94e4bf791c3fa75613007c0.jpeg,https://s3.amazonaws.com/popop-uploads/11d403c20b0d4d4bbc4a7d29d3ddc353.jpeg
235,7,14,Best CIS professor,28,30,31,https://s3.amazonaws.com/popop-uploads/c874f53c87f94ee9872052dfb0738481.jpeg,https://s3.amazonaws.com/popop-uploads/c59bde512c3640338c7426edc1f008d0.jpeg,https://s3.amazonaws.com/popop-uploads/daa1d8896ef64e108ff803e7fbe20df4.jpeg
236,1,14,Vote by the best logo,1,3,4,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/logos/arch.png,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/logos/fedora.png,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/logos/ubuntu.png
237,15,14,Which rowing picture is coolest?,65,64,63,https://s3.amazonaws.com/popop-uploads/4ab25995a93748cd9b3ed7f2fa36d70e.jpeg,https://s3.amazonaws.com/popop-uploads/7cd2383df5cd49a9a9f77ff9d36b1153.jpeg,https://s3.amazonaws.com/popop-uploads/8e3940844ccb46e2bfa6f1491d1a21a4.jpeg
238,2,14,CATS CATS CATS,8,9,5,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/photos/cat4.jpg,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/photos/cat5.jpg,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/photos/cat1.jpg
239,1,14,Vote by the best logo,2,3,4,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/logos/centos.png,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/logos/fedora.png,https://raw.githubusercontent.com/gmosley/PopOp/master/data/aggregation/logos/ubuntu.png
240,31,14,sort by how beautiful you think the photo is,131,124,126,https://s3.amazonaws.com/popop-uploads/55f5de3ffd8a42f994818a780f273dad.jpeg,https://s3.amazonaws.com/popop-uploads/e80dc51df7e84fe5860e5a0372ce3374.jpeg,https://s3.amazonaws.com/popop-uploads/9352b4d0dfc547dd8426be29ed59bf1a.jpeg
241,13,14,Which is the prettiest button?,58,54,55,https://s3.amazonaws.com/popop-uploads/c12e32d6e97f4dea9bb76f78ad0e25ef.png,https://s3.amazonaws.com/popop-uploads/734d169b6e0b49e0afe4b03b55b2bb9d.png,https://s3.amazonaws.com/popop-uploads/82860648637f4975a6e0c3fc3072d998.png
242,34,14,Best minimalist wallpaper,142,141,140,https://s3.amazonaws.com/popop-uploads/122c651f6e614e95a4aa3b2d4e486064.png,https://s3.amazonaws.com/popop-uploads/c14a1d9671e24d76ae6156990049549b.jpeg,https://s3.amazonaws.com/popop-uploads/6a8005b96e0a41149afd044082c56e8b.png
243,31,14,sort by how beautiful you think the photo is,131,125,124,https://s3.amazonaws.com/popop-uploads/55f5de3ffd8a42f994818a780f273dad.jpeg,https://s3.amazonaws.com/popop-uploads/c55f3033d4a34d489dbdecfa2fb2b7a0.jpeg,https://s3.amazonaws.com/popop-uploads/e80dc51df7e84fe5860e5a0372ce3374.jpeg
244,8,14,Most representative picture of Penn,33,32,34,https://s3.amazonaws.com/popop-uploads/f0d13a3076dc481ba50e9885b4fa995f.jpeg,https://s3.amazonaws.com/popop-uploads/bcce04d26d1d436b8a2eceaeba2d597f.jpeg,https://s3.amazonaws.com/popop-uploads/a59adc7355084b5397e78f676db45ed6.jpeg
245,17,14,What is Jennifer Aniston's best look?,71,70,69,https://s3.amazonaws.com/popop-uploads/81ba4a8173a84691b707e0d3ae7eb02e.jpeg,https://s3.amazonaws.com/popop-uploads/a2268db5692d45a7aee660361dfa9e5b.jpeg,https://s3.amazonaws.com/popop-uploads/468e62d721ba482ea1cfacc394aaaf3b.jpeg
246,6,16,Cutest dog,26,25,23,https://s3.amazonaws.com/popop-uploads/d816f5491e934c65bc4dfd691945c1b1.jpeg,https://s3.amazonaws.com/popop-uploads/4f78d286588d4a2f8e48c54bfd03f4bd.jpeg,https://s3.amazonaws.com/popop-uploads/233e9b28ae344590a38ffc9046cff0f6.jpeg
247,28,16,Which social media platforms are the most helpful for everyday life?,112,108,106,https://s3.amazonaws.com/popop-uploads/9b7d5566c86847aeaf8720021c7bb842.png,https://s3.amazonaws.com/popop-uploads/95b0ca44bcb146b5b8225abc18bdb173.png,https://s3.amazonaws.com/popop-uploads/9cbb78076835447ab8fdac769787591c.png
248,37,16,which maymay is spiciest ,155,156,154,https://s3.amazonaws.com/popop-uploads/72a2b44529ab4816bb911bf771713eb5.jpeg,https://s3.amazonaws.com/popop-uploads/3d631e15ba9a45598afa2be470084b5c.jpeg,https://s3.amazonaws.com/popop-uploads/3f7e62a3f8e141578405d2077f5cc534.png
249,31,16,sort by how beautiful you think the photo is,124,127,126,https://s3.amazonaws.com/popop-uploads/e80dc51df7e84fe5860e5a0372ce3374.jpeg,https://s3.amazonaws.com/popop-uploads/ce68ef3d90aa44c79f730e12d33b06e5.jpeg,https://s3.amazonaws.com/popop-uploads/9352b4d0dfc547dd8426be29ed59bf1a.jpeg
250,39,3,Best pepe,161,167,164,https://s3.amazonaws.com/popop-uploads/b361cc12338d49e1b9785da2a2d9138d.jpeg,https://s3.amazonaws.com/popop-uploads/0642126399084482bcfb0c2e8c449181.jpeg,https://s3.amazonaws.com/popop-uploads/cb50d622981d4e1da84cd1977c0e6ea0.jpeg
251,9,16,Most enjoy spending time with students from which school?,39,37,40,https://s3.amazonaws.com/popop-uploads/92397893f7cc4fa295f2c9478d8fb53d.jpeg,https://s3.amazonaws.com/popop-uploads/7b9edef7db8047b18cdc43f1e7651346.png,https://s3.amazonaws.com/popop-uploads/28875a3b952b445fbd8e76c33e0027b8.png
252,24,3,Which school delivers the best quality of education?,92,91,90,https://s3.amazonaws.com/popop-uploads/3246a19e51034d948a09a8e7b181ed45.png,https://s3.amazonaws.com/popop-uploads/d26298a89866454aaff76def409410e5.png,https://s3.amazonaws.com/popop-uploads/3796c1f90c1d49c4981fbdc0d6887a3a.png
253,28,3,Which social media platforms are the most helpful for everyday life?,106,113,109,https://s3.amazonaws.com/popop-uploads/9cbb78076835447ab8fdac769787591c.png,https://s3.amazonaws.com/popop-uploads/9c7363177beb4e62bf19d06e9fd0af47.png,https://s3.amazonaws.com/popop-uploads/ace76a63623f48c0b3531f61c30f685b.png
254,39,16,Best pepe,165,164,163,https://s3.amazonaws.com/popop-uploads/4bccbf4ed5434bb4bb0437f2858b850e.png,https://s3.amazonaws.com/popop-uploads/cb50d622981d4e1da84cd1977c0e6ea0.jpeg,https://s3.amazonaws.com/popop-uploads/ce5c4286fc46487f86fd8789774edd9d.png
255,39,3,Best pepe,166,162,161,https://s3.amazonaws.com/popop-uploads/f7cd8a475161477f900d4020b47e6051.png,https://s3.amazonaws.com/popop-uploads/b6a081953615418f94e6ace4a7a329d4.png,https://s3.amazonaws.com/popop-uploads/b361cc12338d49e1b9785da2a2d9138d.jpeg
256,13,3,Which is the prettiest button?,54,57,59,https://s3.amazonaws.com/popop-uploads/734d169b6e0b49e0afe4b03b55b2bb9d.png,https://s3.amazonaws.com/popop-uploads/53f0ebcf4e714ff0bf571befa306d7e2.png,https://s3.amazonaws.com/popop-uploads/46416df2e1b542c2a5bd0f28c05ef025.png
257,29,3,Which Monet is the prettiest?,117,116,118,https://s3.amazonaws.com/popop-uploads/151f244313a54aa1b0dd76d1d5d5a957.jpeg,https://s3.amazonaws.com/popop-uploads/413e741a7e634a95aba952c8990ea808.jpeg,https://s3.amazonaws.com/popop-uploads/89b04b5a8ddc4dbb85b44866b7bb9db1.jpeg
258,5,16,best art,19,20,21,https://s3.amazonaws.com/popop-uploads/04e96ff64e9247178f3472f47bc9ee33.jpeg,https://s3.amazonaws.com/popop-uploads/2b61b13192064ab1bcfbf716c0c08737.jpeg,https://s3.amazonaws.com/popop-uploads/9dd63d6af0de4b9dbf3e01677bf5c0c1.jpeg
259,24,3,Which school delivers the best quality of education?,92,91,90,https://s3.amazonaws.com/popop-uploads/3246a19e51034d948a09a8e7b181ed45.png,https://s3.amazonaws.com/popop-uploads/d26298a89866454aaff76def409410e5.png,https://s3.amazonaws.com/popop-uploads/3796c1f90c1d49c4981fbdc0d6887a3a.png
260,32,16,I want my photos to be sorted by most exciting to least exciting,135,134,136,https://s3.amazonaws.com/popop-uploads/22b30763181049d5a3eda22e8ba60f3a.jpeg,https://s3.amazonaws.com/popop-uploads/42e7cd55a2104dcda4767bd1937e252f.jpeg,https://s3.amazonaws.com/popop-uploads/764905dbfdd9460caaaf4b378603f59e.jpeg
261,11,16,Favorite phone,48,47,49,https://s3.amazonaws.com/popop-uploads/9a9e2e38bd8f4d90a8fe1f1e5b2f44b3.jpeg,https://s3.amazonaws.com/popop-uploads/6fc233a9d94e4bf791c3fa75613007c0.jpeg,https://s3.amazonaws.com/popop-uploads/11d403c20b0d4d4bbc4a7d29d3ddc353.jpeg
262,38,16,Who is cooler?,160,159,158,https://s3.amazonaws.com/popop-uploads/cf675cd8d2de45fc9718bf9ab5e46538.jpeg,https://s3.amazonaws.com/popop-uploads/c2d8e1d9fbea463da72665a46fbfd891.jpeg,https://s3.amazonaws.com/popop-uploads/082681f05b69423d8f34efdc95f79a26.jpeg
263,31,3,sort by how beautiful you think the photo is,127,133,124,https://s3.amazonaws.com/popop-uploads/ce68ef3d90aa44c79f730e12d33b06e5.jpeg,https://s3.amazonaws.com/popop-uploads/100e5f5c1950402e9b4f2afd76668586.jpeg,https://s3.amazonaws.com/popop-uploads/e80dc51df7e84fe5860e5a0372ce3374.jpeg
264,34,3,Best minimalist wallpaper,141,140,143,https://s3.amazonaws.com/popop-uploads/c14a1d9671e24d76ae6156990049549b.jpeg,https://s3.amazonaws.com/popop-uploads/6a8005b96e0a41149afd044082c56e8b.png,https://s3.amazonaws.com/popop-uploads/773708279ddd4ad18581037bbeac3524.png
265,17,3,What is Jennifer Aniston's best look?,71,70,69,https://s3.amazonaws.com/popop-uploads/81ba4a8173a84691b707e0d3ae7eb02e.jpeg,https://s3.amazonaws.com/popop-uploads/a2268db5692d45a7aee660361dfa9e5b.jpeg,https://s3.amazonaws.com/popop-uploads/468e62d721ba482ea1cfacc394aaaf3b.jpeg
266,14,16,Which is the better designed marketing poster?,60,61,62,https://s3.amazonaws.com/popop-uploads/47aff20128d74aa9b45a18919c775c37.jpeg,https://s3.amazonaws.com/popop-uploads/e2bfe7fbdc4648fe9de3c8ade1e0ad20.jpeg,https://s3.amazonaws.com/popop-uploads/ee06309c40874c9c9aba7f9f5eedcdee.png
267,27,3,Which Harry Potter book is the best?,104,100,101,https://s3.amazonaws.com/popop-uploads/9e42a66b022f4df19a4844637d845e51.jpeg,https://s3.amazonaws.com/popop-uploads/4e6fab97e7104c9aadbae745f822dae1.jpeg,https://s3.amazonaws.com/popop-uploads/8019d81d0ad843a2b73cb1d627504007.jpeg
268,13,4,Which is the prettiest button?,56,57,58,https://s3.amazonaws.com/popop-uploads/3229341cf2d7400c8b0c38e4ace14778.png,https://s3.amazonaws.com/popop-uploads/53f0ebcf4e714ff0bf571befa306d7e2.png,https://s3.amazonaws.com/popop-uploads/c12e32d6e97f4dea9bb76f78ad0e25ef.png
269,28,4,Which social media platforms are the most helpful for everyday life?,113,112,109,https://s3.amazonaws.com/popop-uploads/9c7363177beb4e62bf19d06e9fd0af47.png,https://s3.amazonaws.com/popop-uploads/9b7d5566c86847aeaf8720021c7bb842.png,https://s3.amazonaws.com/popop-uploads/ace76a63623f48c0b3531f61c30f685b.png
270,36,4,accuracy,152,151,150,https://s3.amazonaws.com/popop-uploads/d148d74c0888422889af8f64b102a7f3.png,https://s3.amazonaws.com/popop-uploads/2368f574572948f78851d9bbac86b464.png,https://s3.amazonaws.com/popop-uploads/7abf41519e1e428fb2ca13f9e1535d0d.png
271,29,4,Which Monet is the prettiest?,118,117,119,https://s3.amazonaws.com/popop-uploads/89b04b5a8ddc4dbb85b44866b7bb9db1.jpeg,https://s3.amazonaws.com/popop-uploads/151f244313a54aa1b0dd76d1d5d5a957.jpeg,https://s3.amazonaws.com/popop-uploads/cc9baf06d95a41e3bb98dba3d2abfe95.jpeg
272,37,4,which maymay is spiciest ,156,155,153,https://s3.amazonaws.com/popop-uploads/3d631e15ba9a45598afa2be470084b5c.jpeg,https://s3.amazonaws.com/popop-uploads/72a2b44529ab4816bb911bf771713eb5.jpeg,https://s3.amazonaws.com/popop-uploads/edbd5824222e499ba250b9ea0e636cdf.png
273,28,4,Which social media platforms are the most helpful for everyday life?,106,108,107,https://s3.amazonaws.com/popop-uploads/9cbb78076835447ab8fdac769787591c.png,https://s3.amazonaws.com/popop-uploads/95b0ca44bcb146b5b8225abc18bdb173.png,https://s3.amazonaws.com/popop-uploads/b60f6d4ba0a7478f89279e4eac2b7404.png
274,39,4,Best pepe,166,165,162,https://s3.amazonaws.com/popop-uploads/f7cd8a475161477f900d4020b47e6051.png,https://s3.amazonaws.com/popop-uploads/4bccbf4ed5434bb4bb0437f2858b850e.png,https://s3.amazonaws.com/popop-uploads/b6a081953615418f94e6ace4a7a329d4.png
275,28,4,Which social media platforms are the most helpful for everyday life?,108,107,111,https://s3.amazonaws.com/popop-uploads/95b0ca44bcb146b5b8225abc18bdb173.png,https://s3.amazonaws.com/popop-uploads/b60f6d4ba0a7478f89279e4eac2b7404.png,https://s3.amazonaws.com/popop-uploads/25f1fc382b284e32bf8f3ee6cdef5dad.png
276,35,4,which wallpaper is the best?,146,149,148,https://s3.amazonaws.com/popop-uploads/89a86c98c81545a8965392a959fad260.jpeg,https://s3.amazonaws.com/popop-uploads/71125d6bdcd24b9f9c2cc9a7396b0983.jpeg,https://s3.amazonaws.com/popop-uploads/ee3e807349014b7cbc06daa7b50e708d.jpeg
277,39,4,Best pepe,163,164,162,https://s3.amazonaws.com/popop-uploads/ce5c4286fc46487f86fd8789774edd9d.png,https://s3.amazonaws.com/popop-uploads/cb50d622981d4e1da84cd1977c0e6ea0.jpeg,https://s3.amazonaws.com/popop-uploads/b6a081953615418f94e6ace4a7a329d4.png
278,21,4,What's the best coffee?,82,81,83,https://s3.amazonaws.com/popop-uploads/751f67d88eb5428b9da091c9b609a48f.png,https://s3.amazonaws.com/popop-uploads/c541221102704de1a300520e78483bd3.png,https://s3.amazonaws.com/popop-uploads/55c0072c62d94db7b5b4b1b23bd7645b.jpeg
279,37,4,which maymay is spiciest ,157,156,153,https://s3.amazonaws.com/popop-uploads/165216619ea24db8bbc64e6b09e149e5.jpeg,https://s3.amazonaws.com/popop-uploads/3d631e15ba9a45598afa2be470084b5c.jpeg,https://s3.amazonaws.com/popop-uploads/edbd5824222e499ba250b9ea0e636cdf.png
280,28,4,Which social media platforms are the most helpful for everyday life?,106,110,109,https://s3.amazonaws.com/popop-uploads/9cbb78076835447ab8fdac769787591c.png,https://s3.amazonaws.com/popop-uploads/23d8dfe384d74f2c819966e3e0531a70.png,https://s3.amazonaws.com/popop-uploads/ace76a63623f48c0b3531f61c30f685b.png
